0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.349762064141266649e-01 -6.448289873609169831e-02 -3.876735567236089253e-02 -1.201252121862985689e-01 -1.302109035571135109e-01 -8.710817407601467721e-02 -1.235386228135766373e-01 -2.139443524036792610e-01 -2.834629221190745341e-01 -2.427720018831305282e-01 -2.874141902172411278e-01 -3.203384543174969679e-01 -4.108725588804951201e-01 -1.388824761448347545e+00 -7.045512678858578681e-01 -3.408823799289173451e-01 -3.844521237346150144e-01 -3.246042484741344936e-01 -1.499019682516262719e-01
3.921930195528382512e-01 -1.619507138663252022e-01 -9.845252440778651248e-02 -3.156731951972986394e-01 -3.434120014036903257e-01 -2.297487275721454836e-01 -3.263420731674138153e-01 -5.660557228090468129e-01 -7.497058442060904326e-01 -6.408113844955281024e-01 -7.580428700413666121e-01 -8.416993818258298177e-01 -1.078617418716547149e+00 -3.666808359664479156e+00 -1.859902268158556637e+00 -9.014026259633887150e-01 -1.018190081944053915e+00 -8.604940107372698321e-01 -3.967190532878692721e-01
7.518587177399247423e-01 -2.477363620677266454e-01 -1.537154526219008943e-01 -5.230177423811355197e-01 -5.725798015561842647e-01 -3.830310198678610334e-01 -5.452948875838998788e-01 -9.482476741819869659e-01 -1.255405703349055102e+00 -1.069588765054225732e+00 -1.263717851008948401e+00 -1.394405268268069875e+00 -1.784014826361158157e+00 -6.122352278826863170e+00 -3.104367139594728542e+00 -1.508418568646595403e+00 -1.708219601655073916e+00 -1.446209930855815173e+00 -6.650378992004419842e-01
1.192797394768717822e+00 -2.863056911630756929e-01 -1.841945796969319815e-01 -6.905267666342957966e-01 -7.635992344040438695e-01 -5.105072600955846696e-01 -7.288813346683937766e-01 -1.272155052931836394e+00 -1.683953596674559350e+00 -1.427967543618242630e+00 -1.684315784250163262e+00 -1.841122661346025424e+00 -2.349140643165842590e+00 -8.176502464515174040e+00 -4.143095611342287654e+00 -2.019907975486715301e+00 -2.296316264787057193e+00 -1.949914114720538549e+00 -8.934261107077432484e-01
1.694922685974802334e+00 -2.631537308453673063e-01 -1.809875872514723483e-01 -7.946416759654830742e-01 -8.919609123007248286e-01 -5.952406670700831626e-01 -8.530119124182835577e-01 -1.496223000172927087e+00 -1.981246668121798393e+00 -1.669484192586294213e+00 -1.964869208584786975e+00 -2.119866947822936609e+00 -2.692894820429682312e+00 -9.562016639567886500e+00 -4.839212751635539433e+00 -2.368240024663819554e+00 -2.707342896138161592e+00 -2.309386254956727669e+00 -1.053037106939882506e+00
2.240239863164866563e+00 -1.829944640857501525e-01 -1.455768811928841444e-01 -8.373875948716182904e-01 -9.596729750837873496e-01 -6.377595600777361540e-01 -9.187194389783339687e-01 -1.621855392887834313e+00 -2.149984528638439585e+00 -1.797391871985682954e+00 -2.109383071278855937e+00 -2.237283372187755859e+00 -2.822729479938711705e+00 -1.029648760845458710e+01 -5.200679800219687010e+00 -2.554193864134674641e+00 -2.942633143420561481e+00 -2.525585108981283966e+00 -1.144445284444165267e+00
2.814142952027756550e+00 -6.032318165734373849e-02 -8.490267105295146166e-02 -8.342673377478977415e-01 -9.821835975467241298e-01 -6.475536063798781328e-01 -9.405177760482175131e-01 -1.673567094502578456e+00 -2.222802904384042932e+00 -1.841084081267831962e+00 -2.152569662619050916e+00 -2.236099480242803139e+00 -2.793202224512363330e+00 -1.054911080248725952e+01 -5.312976441230453872e+00 -2.615632530717881821e+00 -3.044957436929788486e+00 -2.632805010569853721e+00 -1.183718427549369068e+00
3.406430231429801836e+00 8.997733044257572033e-02 -6.793087083821092165e-03 -8.027273527345872850e-01 -9.762754892220115721e-01 -6.354473993039846391e-01 -9.352117922919287452e-01 -1.679797197944521869e+00 -2.236861744927120199e+00 -1.833745703642529534e+00 -2.133294209974758715e+00 -2.163993495772118081e+00 -2.666035734475601160e+00 -1.051307455411657443e+01 -5.274121234389024693e+00 -2.597393513954290967e+00 -3.064664673797288685e+00 -2.670797350874130061e+00 -1.189671589233888938e+00
4.011180446883656714e+00 2.577636276469554844e-01 8.238382606839600442e-02 -7.560276034369071141e-01 -9.540094429571261969e-01 -6.100245001507342835e-01 -9.157287156932216732e-01 -1.662276781447665996e+00 -2.220365407308154460e+00 -1.800532063044480324e+00 -2.080747268207700174e+00 -2.056869855493502541e+00 -2.488169632705291789e+00 -1.033644054647366772e+01 -5.159014473268527468e+00 -2.534818899448428198e+00 -3.041061208546013361e+00 -2.670350854613225522e+00 -1.177420060968966453e+00
